sample_id,stem,city,sar_path,opt_path,lab_path,split
401,TaiZhou_04_01_04_01,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_04_01_SAR_401.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_04_01_Optical_401.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_04_01_Label_401.tif,train
402,TaiZhou_04_01_04_02,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_04_02_SAR_402.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_04_02_Optical_402.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_04_02_Label_402.tif,train
403,TaiZhou_04_01_04_03,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_04_03_SAR_403.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_04_03_Optical_403.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_04_03_Label_403.tif,train
404,TaiZhou_04_01_04_04,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_04_04_SAR_404.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_04_04_Optical_404.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_04_04_Label_404.tif,train
405,TaiZhou_04_01_04_05,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_04_05_SAR_405.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_04_05_Optical_405.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_04_05_Label_405.tif,train
406,TaiZhou_04_01_04_06,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_04_06_SAR_406.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_04_06_Optical_406.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_04_06_Label_406.tif,train
407,TaiZhou_04_01_05_01,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_05_01_SAR_407.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_05_01_Optical_407.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_05_01_Label_407.tif,train
408,TaiZhou_04_01_05_02,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_05_02_SAR_408.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_05_02_Optical_408.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_05_02_Label_408.tif,train
409,TaiZhou_04_01_05_03,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_05_03_SAR_409.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_05_03_Optical_409.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_05_03_Label_409.tif,train
410,TaiZhou_04_01_05_04,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_05_04_SAR_410.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_05_04_Optical_410.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_05_04_Label_410.tif,train
411,TaiZhou_04_01_05_05,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_05_05_SAR_411.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_05_05_Optical_411.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_05_05_Label_411.tif,train
412,TaiZhou_04_01_05_06,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_05_06_SAR_412.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_05_06_Optical_412.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_05_06_Label_412.tif,train
413,TaiZhou_04_01_06_01,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_06_01_SAR_413.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_06_01_Optical_413.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_06_01_Label_413.tif,train
414,TaiZhou_04_01_06_02,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_06_02_SAR_414.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_06_02_Optical_414.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_06_02_Label_414.tif,train
415,TaiZhou_04_01_06_03,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_06_03_SAR_415.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_06_03_Optical_415.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_06_03_Label_415.tif,train
416,TaiZhou_04_01_06_04,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_06_04_SAR_416.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_06_04_Optical_416.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_06_04_Label_416.tif,train
417,TaiZhou_04_01_06_05,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_06_05_SAR_417.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_06_05_Optical_417.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_06_05_Label_417.tif,train
418,TaiZhou_04_01_06_06,TaiZhou,dl\data\extracted\SAR_1024\TaiZhou_04_01_06_06_SAR_418.tif,dl\data\extracted\OPT_1024\TaiZhou_04_01_06_06_Optical_418.tif,dl\data\extracted\LAB_1024\TaiZhou_04_01_06_06_Label_418.tif,train
419,WenZhou_05_01_01_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_01_SAR_419.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_01_Optical_419.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_01_Label_419.tif,train
420,WenZhou_05_01_01_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_02_SAR_420.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_02_Optical_420.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_02_Label_420.tif,train
421,WenZhou_05_01_01_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_03_SAR_421.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_03_Optical_421.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_03_Label_421.tif,train
422,WenZhou_05_01_01_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_04_SAR_422.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_04_Optical_422.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_04_Label_422.tif,train
423,WenZhou_05_01_01_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_05_SAR_423.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_05_Optical_423.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_05_Label_423.tif,train
424,WenZhou_05_01_01_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_06_SAR_424.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_06_Optical_424.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_06_Label_424.tif,train
425,WenZhou_05_01_01_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_07_SAR_425.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_07_Optical_425.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_07_Label_425.tif,train
426,WenZhou_05_01_01_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_08_SAR_426.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_08_Optical_426.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_08_Label_426.tif,train
427,WenZhou_05_01_01_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_09_SAR_427.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_09_Optical_427.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_09_Label_427.tif,train
428,WenZhou_05_01_01_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_01_10_SAR_428.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_01_10_Optical_428.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_01_10_Label_428.tif,val
429,WenZhou_05_01_02_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_01_SAR_429.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_01_Optical_429.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_01_Label_429.tif,val
430,WenZhou_05_01_02_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_02_SAR_430.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_02_Optical_430.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_02_Label_430.tif,val
431,WenZhou_05_01_02_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_03_SAR_431.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_03_Optical_431.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_03_Label_431.tif,val
432,WenZhou_05_01_02_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_04_SAR_432.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_04_Optical_432.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_04_Label_432.tif,val
433,WenZhou_05_01_02_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_05_SAR_433.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_05_Optical_433.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_05_Label_433.tif,val
434,WenZhou_05_01_02_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_06_SAR_434.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_06_Optical_434.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_06_Label_434.tif,val
435,WenZhou_05_01_02_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_07_SAR_435.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_07_Optical_435.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_07_Label_435.tif,val
436,WenZhou_05_01_02_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_08_SAR_436.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_08_Optical_436.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_08_Label_436.tif,val
437,WenZhou_05_01_02_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_09_SAR_437.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_09_Optical_437.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_09_Label_437.tif,val
438,WenZhou_05_01_02_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_02_10_SAR_438.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_02_10_Optical_438.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_02_10_Label_438.tif,val
439,WenZhou_05_01_03_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_01_SAR_439.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_01_Optical_439.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_01_Label_439.tif,val
440,WenZhou_05_01_03_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_02_SAR_440.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_02_Optical_440.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_02_Label_440.tif,val
441,WenZhou_05_01_03_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_03_SAR_441.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_03_Optical_441.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_03_Label_441.tif,val
442,WenZhou_05_01_03_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_04_SAR_442.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_04_Optical_442.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_04_Label_442.tif,val
443,WenZhou_05_01_03_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_05_SAR_443.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_05_Optical_443.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_05_Label_443.tif,val
444,WenZhou_05_01_03_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_06_SAR_444.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_06_Optical_444.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_06_Label_444.tif,val
445,WenZhou_05_01_03_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_07_SAR_445.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_07_Optical_445.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_07_Label_445.tif,val
446,WenZhou_05_01_03_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_08_SAR_446.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_08_Optical_446.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_08_Label_446.tif,val
447,WenZhou_05_01_03_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_09_SAR_447.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_09_Optical_447.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_09_Label_447.tif,val
448,WenZhou_05_01_03_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_03_10_SAR_448.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_03_10_Optical_448.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_03_10_Label_448.tif,val
449,WenZhou_05_01_04_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_01_SAR_449.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_01_Optical_449.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_01_Label_449.tif,val
450,WenZhou_05_01_04_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_02_SAR_450.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_02_Optical_450.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_02_Label_450.tif,val
451,WenZhou_05_01_04_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_03_SAR_451.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_03_Optical_451.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_03_Label_451.tif,val
452,WenZhou_05_01_04_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_04_SAR_452.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_04_Optical_452.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_04_Label_452.tif,val
453,WenZhou_05_01_04_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_05_SAR_453.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_05_Optical_453.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_05_Label_453.tif,val
454,WenZhou_05_01_04_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_06_SAR_454.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_06_Optical_454.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_06_Label_454.tif,val
455,WenZhou_05_01_04_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_07_SAR_455.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_07_Optical_455.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_07_Label_455.tif,val
456,WenZhou_05_01_04_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_08_SAR_456.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_08_Optical_456.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_08_Label_456.tif,val
457,WenZhou_05_01_04_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_09_SAR_457.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_09_Optical_457.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_09_Label_457.tif,val
458,WenZhou_05_01_04_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_04_10_SAR_458.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_04_10_Optical_458.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_04_10_Label_458.tif,val
459,WenZhou_05_01_05_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_01_SAR_459.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_01_Optical_459.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_01_Label_459.tif,val
460,WenZhou_05_01_05_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_02_SAR_460.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_02_Optical_460.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_02_Label_460.tif,val
461,WenZhou_05_01_05_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_03_SAR_461.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_03_Optical_461.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_03_Label_461.tif,val
462,WenZhou_05_01_05_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_04_SAR_462.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_04_Optical_462.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_04_Label_462.tif,val
463,WenZhou_05_01_05_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_05_SAR_463.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_05_Optical_463.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_05_Label_463.tif,val
464,WenZhou_05_01_05_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_06_SAR_464.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_06_Optical_464.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_06_Label_464.tif,val
465,WenZhou_05_01_05_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_07_SAR_465.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_07_Optical_465.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_07_Label_465.tif,val
466,WenZhou_05_01_05_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_08_SAR_466.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_08_Optical_466.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_08_Label_466.tif,val
467,WenZhou_05_01_05_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_09_SAR_467.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_09_Optical_467.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_09_Label_467.tif,val
468,WenZhou_05_01_05_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_05_10_SAR_468.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_05_10_Optical_468.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_05_10_Label_468.tif,val
469,WenZhou_05_01_06_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_01_SAR_469.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_01_Optical_469.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_01_Label_469.tif,val
470,WenZhou_05_01_06_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_02_SAR_470.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_02_Optical_470.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_02_Label_470.tif,val
471,WenZhou_05_01_06_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_03_SAR_471.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_03_Optical_471.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_03_Label_471.tif,val
472,WenZhou_05_01_06_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_04_SAR_472.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_04_Optical_472.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_04_Label_472.tif,val
473,WenZhou_05_01_06_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_05_SAR_473.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_05_Optical_473.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_05_Label_473.tif,val
474,WenZhou_05_01_06_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_06_SAR_474.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_06_Optical_474.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_06_Label_474.tif,val
475,WenZhou_05_01_06_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_07_SAR_475.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_07_Optical_475.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_07_Label_475.tif,val
476,WenZhou_05_01_06_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_08_SAR_476.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_08_Optical_476.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_08_Label_476.tif,val
477,WenZhou_05_01_06_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_09_SAR_477.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_09_Optical_477.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_09_Label_477.tif,val
478,WenZhou_05_01_06_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_06_10_SAR_478.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_06_10_Optical_478.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_06_10_Label_478.tif,val
479,WenZhou_05_01_07_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_01_SAR_479.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_01_Optical_479.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_01_Label_479.tif,val
480,WenZhou_05_01_07_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_02_SAR_480.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_02_Optical_480.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_02_Label_480.tif,val
481,WenZhou_05_01_07_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_03_SAR_481.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_03_Optical_481.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_03_Label_481.tif,val
482,WenZhou_05_01_07_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_04_SAR_482.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_04_Optical_482.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_04_Label_482.tif,val
483,WenZhou_05_01_07_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_05_SAR_483.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_05_Optical_483.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_05_Label_483.tif,val
484,WenZhou_05_01_07_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_06_SAR_484.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_06_Optical_484.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_06_Label_484.tif,val
485,WenZhou_05_01_07_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_07_SAR_485.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_07_Optical_485.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_07_Label_485.tif,val
486,WenZhou_05_01_07_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_08_SAR_486.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_08_Optical_486.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_08_Label_486.tif,val
487,WenZhou_05_01_07_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_09_SAR_487.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_09_Optical_487.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_09_Label_487.tif,val
488,WenZhou_05_01_07_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_07_10_SAR_488.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_07_10_Optical_488.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_07_10_Label_488.tif,val
489,WenZhou_05_01_08_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_01_SAR_489.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_01_Optical_489.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_01_Label_489.tif,val
490,WenZhou_05_01_08_02,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_02_SAR_490.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_02_Optical_490.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_02_Label_490.tif,val
491,WenZhou_05_01_08_03,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_03_SAR_491.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_03_Optical_491.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_03_Label_491.tif,val
492,WenZhou_05_01_08_04,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_04_SAR_492.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_04_Optical_492.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_04_Label_492.tif,val
493,WenZhou_05_01_08_05,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_05_SAR_493.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_05_Optical_493.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_05_Label_493.tif,val
494,WenZhou_05_01_08_06,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_06_SAR_494.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_06_Optical_494.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_06_Label_494.tif,val
495,WenZhou_05_01_08_07,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_07_SAR_495.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_07_Optical_495.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_07_Label_495.tif,val
496,WenZhou_05_01_08_08,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_08_SAR_496.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_08_Optical_496.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_08_Label_496.tif,val
497,WenZhou_05_01_08_09,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_09_SAR_497.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_09_Optical_497.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_09_Label_497.tif,val
498,WenZhou_05_01_08_10,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_01_08_10_SAR_498.tif,dl\data\extracted\OPT_1024\WenZhou_05_01_08_10_Optical_498.tif,dl\data\extracted\LAB_1024\WenZhou_05_01_08_10_Label_498.tif,val
499,WenZhou_05_02_01_01,WenZhou,dl\data\extracted\SAR_1024\WenZhou_05_02_01_01_SAR_499.tif,dl\data\extracted\OPT_1024\WenZhou_05_02_01_01_Optical_499.tif,dl\data\extracted\LAB_1024\WenZhou_05_02_01_01_Label_499.tif,val
